date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:39:30	1205/1205	---M--	200	added ('OK')	image/png	etag:%224b5-56c97c1276800%22	https://preview.colorlib.com/theme/marco/img/elements/success-check.png	C:/Users/Jyoti/Downloads/Food%201/preview.colorlib.com/theme/marco/img/elements/success-check.png	(from https://preview.colorlib.com/theme/marco/css/main.css)
14:39:31	1249/1249	---M--	200	added ('OK')	image/png	etag:%224e1-56c97bfe6f8c0%22	https://preview.colorlib.com/theme/marco/img/elements/disabled-check.png	C:/Users/Jyoti/Downloads/Food%201/preview.colorlib.com/theme/marco/img/elements/disabled-check.png	(from https://preview.colorlib.com/theme/marco/css/main.css)
14:39:31	1284/1284	---M--	200	added ('OK')	image/png	etag:%22504-56c97c1276800%22	https://preview.colorlib.com/theme/marco/img/elements/primary-radio.png	C:/Users/Jyoti/Downloads/Food%201/preview.colorlib.com/theme/marco/img/elements/primary-radio.png	(from https://preview.colorlib.com/theme/marco/css/main.css)
14:39:32	1209/1209	---M--	200	added ('OK')	image/png	etag:%224b9-56c97c136aa40%22	https://preview.colorlib.com/theme/marco/img/elements/success-radio.png	C:/Users/Jyoti/Downloads/Food%201/preview.colorlib.com/theme/marco/img/elements/success-radio.png	(from https://preview.colorlib.com/theme/marco/css/main.css)
14:39:32	1173/1173	---M--	200	added ('OK')	image/png	etag:%22495-56c97bff63b00%22	https://preview.colorlib.com/theme/marco/img/elements/disabled-radio.png	C:/Users/Jyoti/Downloads/Food%201/preview.colorlib.com/theme/marco/img/elements/disabled-radio.png	(from https://preview.colorlib.com/theme/marco/css/main.css)
14:39:33	397783/397783	---M--	200	added ('OK')	image/jpeg	etag:%22611d7-56c97b92aba80%22	https://preview.colorlib.com/theme/marco/img/hero-bg.jpg	C:/Users/Jyoti/Downloads/Food%201/preview.colorlib.com/theme/marco/img/hero-bg.jpg	(from https://preview.colorlib.com/theme/marco/css/main.css)
14:39:34	179166/179166	---M--	200	added ('OK')	image/jpeg	etag:%222bbde-56c97b9864800%22	https://preview.colorlib.com/theme/marco/img/review-bg.jpg	C:/Users/Jyoti/Downloads/Food%201/preview.colorlib.com/theme/marco/img/review-bg.jpg	(from https://preview.colorlib.com/theme/marco/css/main.css)
14:39:34	618261/618261	---M--	200	added ('OK')	image/jpeg	etag:%2296f15-56c97bab77500%22	https://preview.colorlib.com/theme/marco/img/reservation-bg.jpg	C:/Users/Jyoti/Downloads/Food%201/preview.colorlib.com/theme/marco/img/reservation-bg.jpg	(from https://preview.colorlib.com/theme/marco/css/main.css)
14:39:34	187084/187084	---M--	200	added ('OK')	image/jpeg	etag:%222dacc-56c97b9e1d580%22	https://preview.colorlib.com/theme/marco/img/top-banner.jpg	C:/Users/Jyoti/Downloads/Food%201/preview.colorlib.com/theme/marco/img/top-banner.jpg	(from https://preview.colorlib.com/theme/marco/css/main.css)
14:39:35	32396/32396	---M--	200	added ('OK')	image/jpeg	etag:%227e8c-56c97bd385380%22	https://preview.colorlib.com/theme/marco/img/about/s1.jpg	C:/Users/Jyoti/Downloads/Food%201/preview.colorlib.com/theme/marco/img/about/s1.jpg	(from https://preview.colorlib.com/theme/marco/about.html)
14:39:35	34838/34838	---M--	200	added ('OK')	image/jpeg	etag:%228816-56c97bd4795c0%22	https://preview.colorlib.com/theme/marco/img/about/s2.jpg	C:/Users/Jyoti/Downloads/Food%201/preview.colorlib.com/theme/marco/img/about/s2.jpg	(from https://preview.colorlib.com/theme/marco/about.html)
14:39:35	667197/667197	---M--	200	added ('OK')	image/jpeg	etag:%22a2e3d-56c97be880500%22	https://preview.colorlib.com/theme/marco/img/blog/blog-home-banner.jpg	C:/Users/Jyoti/Downloads/Food%201/preview.colorlib.com/theme/marco/img/blog/blog-home-banner.jpg	(from https://preview.colorlib.com/theme/marco/css/main.css)
